codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
NAEE8HX03R,primaria statale,Sciascia,IC Brusciano Capoluogo,Castello di Cisterna,NA,"Via Giovanni XXIII, 80030 Castello di Cisterna (NA)",081 8032175,naic8hx00l@istruzione.it,sì,,66,16.8,25
NA1A60600G,infanzia paritaria,Principessa di Piemonte,,Castello di Cisterna,NA,"Via Madonna Stella 9, 80030 Castello di Cisterna (NA)",081 8841608,svegscisterna@virgilio.it,sì,,33,16.8,25
NAAA868014,infanzia statale,Papa Giovanni XXIII,IC Carducci,Mariglianella,NA,"Via Torino 7, 80030 Mariglianella (NA)",081 8854347,naic868007@istruzione.it,sì,https://www.icscarduccimariglianella.edu.it,128,16.8,28
NAEE868019,primaria statale,Via Materdomini,IC Carducci,Mariglianella,NA,"Via Materdomini, 80030 Mariglianella (NA)",081 8854347,naic868007@istruzione.it,sì,https://www.icscarduccimariglianella.edu.it,278,16.8,28
NA1A4V500B,infanzia paritaria,Infanzia,,Mariglianella,NA,"Via Umberto I 125, 80030 Mariglianella (NA)",081 3778938,infanziasrl@gmail.com,sì,,89,16.8,28
NAAA8FE01L,infanzia statale,Capobianco,IC 2 Massaia,San Giorgio a Cremano,NA,"Via Galante 30, 80046 San Giorgio a Cremano (NA)",081 483031,naic8fe00q@istruzione.it,sì,https://www.ic2massaia.edu.it,25,17.0,29
NAAA8FE02N,infanzia statale,Gramsci,IC 2 Massaia,San Giorgio a Cremano,NA,"Corso Umberto 70, 80046 San Giorgio a Cremano (NA)",081 471420,naic8fe00q@istruzione.it,sì,https://www.ic2massaia.edu.it,111,17.0,29
NAAA8FE03P,infanzia statale,Via Pessina,IC 2 Massaia,San Giorgio a Cremano,NA,"Via Pessina, 80046 San Giorgio a Cremano (NA)",081 483031,naic8fe00q@istruzione.it,sì,https://www.ic2massaia.edu.it,13,17.0,29
NAEE8FE02V,primaria statale,Capobianco,IC 2 Massaia,San Giorgio a Cremano,NA,"Via Galante 40, 80046 San Giorgio a Cremano (NA)",081 274048,naic8fe00q@istruzione.it,sì,https://www.ic2massaia.edu.it,70,17.0,29
NAEE8FE01T,primaria statale,Giuseppe Mazzini,IC 2 Massaia,San Giorgio a Cremano,NA,"Corso Umberto, 80046 San Giorgio a Cremano (NA)",081 472383,naic8fe00q@istruzione.it,sì,https://www.ic2massaia.edu.it,159,17.0,29
NAAA8FF01C,infanzia statale,Formisano,IC 3 Dorso,San Giorgio a Cremano,NA,"Viale Formisano, 80046 San Giorgio a Cremano (NA)",081 5745780,naic8ff00g@istruzione.it,sì,https://www.icdonmilanidorso.edu.it,26,17.0,29
NAAA8FF02D,infanzia statale,Pittore,IC 3 Dorso,San Giorgio a Cremano,NA,"Via Cupa San Michele 32, 80046 San Giorgio a Cremano (NA)",081 5743410,naic8ff00g@istruzione.it,sì,https://www.icdonmilanidorso.edu.it,116,17.0,29
NAEE8FF01N,primaria statale,Don Milani,IC 3 Dorso,San Giorgio a Cremano,NA,"Via Cupa San Michele 32, 80046 San Giorgio a Cremano (NA)",081 5743410,naic8ff00g@istruzione.it,sì,https://www.icdonmilanidorso.edu.it,276,17.0,29
NAEE8FF02P,primaria statale,Formisano,IC 3 Dorso,San Giorgio a Cremano,NA,"Viale Formisano, 80046 San Giorgio a Cremano (NA)",081 5745780,naic8ff00g@istruzione.it,sì,https://www.icdonmilanidorso.edu.it,86,17.0,29
NAAA8FG04B,infanzia statale,Cappiello,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via Cappiello, 80046 San Giorgio a Cremano (NA)",081 470664,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,36,17.0,29
NAAA8FG018,infanzia statale,San Martino,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via San Martino, 80046 San Giorgio a Cremano (NA)",081 470664,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,50,17.0,29
NAAA8FG029,infanzia statale,Sandriana,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via A. Noschese, 80046 San Giorgio a Cremano (NA)",081 470664,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,49,17.0,29
NAAA8FG03A,infanzia statale,Via Marconi,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via Marconi, 80046 San Giorgio a Cremano (NA)",081 470664,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,19,17.0,29
NAEE8FG01D,primaria statale,Sant'Agnello,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via Cappiello 43, 80046 San Giorgio a Cremano (NA)",081 5654518,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,150,17.0,29
NAEE8FG02E,primaria statale,Via Noschese,IC 4 Stanziale,San Giorgio a Cremano,NA,"Via Noschese, 80046 San Giorgio a Cremano (NA)",081 2551684,naic8fg00b@istruzione.it,sì,https://www.icquartostanziale.edu.it,222,17.0,29
NAAA8AN02L,infanzia statale,Brodolini,IC De Filippo,San Giorgio a Cremano,NA,"Via Giacomo Brodolini 22, 80046 San Giorgio a Cremano (NA)",081 5654517,naic8an003@istruzione.it,sì,https://www.istitutodefilippo.edu.it,87,17.0,29
NAAA8AN01X,infanzia statale,Via Cavalli di Bronzo,IC De Filippo,San Giorgio a Cremano,NA,"Via Cavalli di Bronzo 50, 80046 San Giorgio a Cremano (NA)",081 7751493,naic8an003@istruzione.it,sì,https://www.istitutodefilippo.edu.it,102,17.0,29
NAEE8AN015,primaria statale,Via Cavalli di Bronzo,IC De Filippo,San Giorgio a Cremano,NA,"Via Cavalli di Bronzo 50, 80046 San Giorgio a Cremano (NA)",081 7751493,naic8an003@istruzione.it,sì,https://www.istitutodefilippo.edu.it,214,17.0,29
NAAA8FD02T,infanzia statale,Loris Malaguzzi,IC Massimo Troisi,San Giorgio a Cremano,NA,"Via Pini di Solimena 31, 80046 San Giorgio a Cremano (NA)",7713736,naic8fd00x@istruzione.it,sì,https://www.icmassimotroisisangiorgioacremano.edu.it,171,17.0,29
NAEE8FD023,primaria statale,Gianni Rodari,IC Massimo Troisi,San Giorgio a Cremano,NA,"Via Pini di Solimena 31, 80046 San Giorgio a Cremano (NA)",081 7713736,naic8fd00x@istruzione.it,sì,https://www.icmassimotroisisangiorgioacremano.edu.it,361,17.0,29
NAEE8FD012,primaria statale,Massimo Troisi,IC Massimo Troisi,San Giorgio a Cremano,NA,"Via E. Gianturco 75, 80046 San Giorgio a Cremano (NA)",081 7713736,naic8fd00x@istruzione.it,sì,https://www.icmassimotroisisangiorgioacremano.edu.it,172,17.0,29
NA1A371004,infanzia paritaria,I Cuccioli,,San Giorgio a Cremano,NA,"Via Manzoni 210, 80046 San Giorgio a Cremano (NA)",081 19567611,laprimaveradeicuccioli@gmail.com,sì,,30,17.0,29
NA1A37200X,infanzia paritaria,L'Arcobaleno,,San Giorgio a Cremano,NA,"Via Pittore 203, 80046 San Giorgio a Cremano (NA)",7716083,arcobaleno98@libero.it,sì,,75,17.0,29
NA1A12000D,infanzia paritaria,Regina Mundi,,San Giorgio a Cremano,NA,"Via Salvo D'Acquisto 26, 80046 San Giorgio a Cremano (NA)",081 7711377,reginamundi2005@libero.it,sì,,43,17.0,29
NA1A730009,infanzia paritaria,Regina dei Gigli,,San Giorgio a Cremano,NA,"Viale Regina dei Gigli 1, 80046 San Giorgio a Cremano (NA)",081 476303,reginadeigigli@libero.it,sì,,106,17.0,29
NA1E029001,primaria paritaria,Maria Santissima Addolorata,,San Giorgio a Cremano,NA,"Via Salvo D'Acquisto, 80046 San Giorgio a Cremano (NA)",081 07711377,reginamundi2005@libero.it,sì,,113,17.0,29
NA1E27800X,primaria paritaria,Regina dei Gigli,,San Giorgio a Cremano,NA,"Viale Regina dei Gigli 1, 80046 San Giorgio a Cremano (NA)",081 476303,reginadeigigli@libero.it,sì,,160,17.0,29
NAAA8EZ02A,infanzia statale,Gescal,IC Mercogliano-Guadagni,Comiziano,NA,"Via Comiziano GESCAL, 80030 Comiziano (NA)",081 8297013,naic8ez00c@istruzione.it,sì,https://www.comprensivoguadagni.it,52,17.3,28
NAEE8EZ02G,primaria statale,Capoluogo,IC Mercogliano-Guadagni,Comiziano,NA,"Comiziano Capoluogo, 80030 Comiziano (NA)",081 8297186,naic8ez00c@istruzione.it,sì,https://www.comprensivoguadagni.edu.it,117,17.3,28
NA1A57900C,infanzia paritaria,Piccoli Amici,,Comiziano,NA,"Via Provinciale per Risigliano 36, 80030 Comiziano (NA)",081 8298519,piccoli_amici@libero.it,sì,,,17.3,28
NAAA8EX04R,infanzia statale,Via Siciliano,IC Bovio-Pontillo-Pascoli,Camposano,NA,"Via F. Siciliano, 80030 Camposano (NA)",081 8265618,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,40,17.4,27
NAEE8EX042,primaria statale,Via Rispoli,IC Bovio-Pontillo-Pascoli,Camposano,NA,"Via Rispoli 18, 80030 Camposano (NA)",081 8248720,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,111,17.4,27
NA1A51400N,infanzia paritaria,La Casa dei Bambini,,Camposano,NA,"Via Provinciale Traversa Passariello, 80030 Camposano (NA)",339 289 7889,seby.notaro12@libero.it,no: indirizzo personale,,9,17.4,27
NA1A3O500M,infanzia paritaria,La Culla dei Sogni,,Camposano,NA,"Via Marconi 52, 80030 Camposano (NA)",320 974 1363,laculladeisogni2018@libero.it,sì,,24,17.4,27
NAAA8G101X,infanzia statale,Elsa Morante,IC 1 D'Acquisto-Leone,Pomigliano d'Arco,NA,"Via Leonardo da Vinci, 80038 Pomigliano d'Arco (NA)",081 8032746,naic8g1003@istruzione.it,sì,https://www.ic1dacquistoleone.edu.it,152,17.4,28
NAEE8G1015,primaria statale,Salvo D'Acquisto,IC 1 D'Acquisto-Leone,Pomigliano d'Arco,NA,"Via Indipendenza 1, 80038 Pomigliano d'Arco (NA)",081 3177304,naic8g1003@istruzione.it,sì,https://www.ic1dacquistoleone.edu.it,512,17.4,28
NAAA8JC021,infanzia statale,Gianni Rodari,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via C. Guadagno, 80038 Pomigliano d'Arco (NA)",081 8842290,naic8jc003@istruzione.it,sì,,58,17.4,28
NAAA8JC043,infanzia statale,Mazzini,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via Mazzini 47, 80038 Pomigliano d'Arco (NA)",081 8034868,naic8jc003@istruzione.it,sì,,55,17.4,28
NAAA8JC01X,infanzia statale,Ponte,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via Roma 24, 80038 Pomigliano d'Arco (NA)",081 3177300,naic8jc003@istruzione.it,sì,,108,17.4,28
NAEE8JC037,primaria statale,Gianni Rodari,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via C. Guadagno, 80038 Pomigliano d'Arco (NA)",081 8842290,naic8jc003@istruzione.it,sì,,139,17.4,28
NAEE8JC015,primaria statale,Mazzini,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via Mazzini 47, 80038 Pomigliano d'Arco (NA)",081 8034868,naic8jc003@istruzione.it,sì,,143,17.4,28
NAEE8JC026,primaria statale,Ponte,IC 2 Ponte-Omero,Pomigliano d'Arco,NA,"Via Roma, 80038 Pomigliano d'Arco (NA)",081 3177300,naic8jc003@istruzione.it,sì,,277,17.4,28
NAAA8JD02R,infanzia statale,Paciano,IC 3 Catullo,Pomigliano d'Arco,NA,"Via San Giusto 47, 80038 Pomigliano d'Arco (NA)",081 8037738,naic8jd00v@istruzione.it,sì,,47,17.4,28
NAAA8JD01Q,infanzia statale,Sulmona,IC 3 Catullo,Pomigliano d'Arco,NA,"Via Sandro Pertini 35, 80038 Pomigliano d'Arco (NA)",081 3177296,naic8jd00v@istruzione.it,sì,,119,17.4,28
NAEE8JD011,primaria statale,Fiume,IC 3 Catullo,Pomigliano d'Arco,NA,"Via Torino, 80038 Pomigliano d'Arco (NA)",081 8032626,naic8jd00v@istruzione.it,sì,,81,17.4,28
NAEE8JD033,primaria statale,Paciano,IC 3 Catullo,Pomigliano d'Arco,NA,"Via San Giusto 47, 80038 Pomigliano d'Arco (NA)",081 8037738,naic8jd00v@istruzione.it,sì,,75,17.4,28
NAEE8JD022,primaria statale,Sulmona,IC 3 Catullo,Pomigliano d'Arco,NA,"Via Sandro Pertini 35, 80038 Pomigliano d'Arco (NA)",081 3177296,naic8jd00v@istruzione.it,sì,,248,17.4,28
NAAA8JE03N,infanzia statale,Buonpensiero I,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Nilde Iotti 14, 80038 Pomigliano d'Arco (NA)",081 8035338,naic8je00p@istruzione.it,sì,,41,17.4,28
NAAA8JE02L,infanzia statale,Buonpensiero II,IC 4 Falcone,Pomigliano d'Arco,NA,"Via J. Palach, 80038 Pomigliano d'Arco (NA)",081 8033706,naic8je00p@istruzione.it,sì,,10,17.4,28
NAAA8JE04P,infanzia statale,Cirino,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Buonpensiero Masseria Cirino, 80038 Pomigliano d'Arco (NA)",081 8035296,naic8je00p@istruzione.it,sì,,23,17.4,28
NAAA8JE06R,infanzia statale,Don Lorenzo Milani,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Indira Gandhi, 80038 Pomigliano d'Arco (NA)",081 8030020,naic8je00p@istruzione.it,sì,,86,17.4,28
NAAA8JE05Q,infanzia statale,F.lli Bandiera,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Miccoli 75, 80038 Pomigliano d'Arco (NA)",081 8034805,naic8je00p@istruzione.it,sì,,29,17.4,28
NAAA8JE07T,infanzia statale,Salesiani,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Torino, 80038 Pomigliano d'Arco (NA)",081 8032626,naic8je00p@istruzione.it,sì,,75,17.4,28
NAAA8JE01G,infanzia statale,Siciliano,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Principe di Piemonte, 80038 Pomigliano d'Arco (NA)",081 8842799,naic8je00p@istruzione.it,sì,,75,17.4,28
NAEE8JE02T,primaria statale,Buonpensiero,IC 4 Falcone,Pomigliano d'Arco,NA,"Via J. Palach 14, 80038 Pomigliano d'Arco (NA)",081 3177295,naic8je00p@istruzione.it,sì,,54,17.4,28
NAEE8JE03V,primaria statale,Cirino,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Buonpensiero Masseria Cirino, 80038 Pomigliano d'Arco (NA)",081 8035296,naic8je00p@istruzione.it,sì,,59,17.4,28
NAEE8JE051,primaria statale,Don Lorenzo Milani,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Indira Gandhi, 80038 Pomigliano d'Arco (NA)",081 8030020,naic8je00p@istruzione.it,sì,,270,17.4,28
NAEE8JE04X,primaria statale,F.lli Bandiera,IC 4 Falcone,Pomigliano d'Arco,NA,"Via Cosimo Miccoli 75, 80038 Pomigliano d'Arco (NA)",081 8034805,naic8je00p@istruzione.it,sì,,167,17.4,28
NAEE8JE01R,primaria statale,Siciliano,IC 4 Falcone,Pomigliano d'Arco,NA,"Via P. di Piemonte, 80038 Pomigliano d'Arco (NA)",081 3177303,naic8je00p@istruzione.it,sì,,98,17.4,28
NA1A688004,infanzia paritaria,Andreina Caiazzo,,Pomigliano d'Arco,NA,"Via F. Terracciano 143, 80038 Pomigliano d'Arco (NA)",081 8841366,pomiglianoinfanzia@libero.it,sì,,44,17.4,28
NA1AU1500O,infanzia paritaria,Come una Mamma,,Pomigliano d'Arco,NA,"Via Roma 358, 80038 Pomigliano d'Arco (NA)",,info@comeunamamma.it,sì,,47,17.4,28
NA1A186004,infanzia paritaria,Duchessa Elena d'Aosta,,Pomigliano d'Arco,NA,"Via M.R. Imbriani 69, 80038 Pomigliano d'Arco (NA)",081 8841366,pomiglianoinfanzia@gmail.com,sì,https://fondazionepomiglianoinfanzia.it,36,17.4,28
NA1AGI5007,infanzia paritaria,Il Pulcino,,Pomigliano d'Arco,NA,"Via Nazionale delle Puglie Nn. 185/191, 80038 Pomigliano d'Arco (NA)",081 19245814,ilpulcino.scmaterna@libero.it,sì,,43,17.4,28
NA1A72700D,infanzia paritaria,Infanzia Felice,,Pomigliano d'Arco,NA,"Via Aurora -Parco Aurora 1, 80038 Pomigliano d'Arco (NA)",081 8036876,mariaannamercadante@libero.it,no: indirizzo personale,,17,17.4,28
NA1A728009,infanzia paritaria,Italo Calvino,,Pomigliano d'Arco,NA,"Via Roma 6, 80038 Pomigliano d'Arco (NA)",081 8846544,pomiglianoinfanzia@libero.it,sì,,18,17.4,28
NA1AF5500A,infanzia paritaria,L'Incanto,,Pomigliano d'Arco,NA,"Viale Gandhi, 80038 Pomigliano d'Arco (NA)",,nidoincanto@gmail.com,sì,,45,17.4,28
NA1A63000C,infanzia paritaria,La Casa del Bambino,,Pomigliano d'Arco,NA,"Via G. Luraghi Lotto D, 80038 Pomigliano d'Arco (NA)",081 6128887,lacasadelbambinosrl@gmail.com,sì,,47,17.4,28
NA1A73300R,infanzia paritaria,Les Enfants,,Pomigliano d'Arco,NA,"Via Francesco Petrarca, 80038 Pomigliano d'Arco (NA)",081 19203334,lucia.mercadante@libero.it,no: indirizzo personale,,14,17.4,28
NAAA8AM03T,infanzia statale,Arola,IC 2 Caulino,Vico Equense,NA,"Via R. Bosco -Arola, 80069 Vico Equense (NA)",081 8024070,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,42,17.4,32
NAAA8AM02R,infanzia statale,Massaquano,IC 2 Caulino,Vico Equense,NA,"Via del Monte 3, 80069 Vico Equense (NA)",081 8016250,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,95,17.4,32
NAAA8AM014,infanzia statale,Moiano,IC 2 Caulino,Vico Equense,NA,"Via R. Bosco 539, 80069 Vico Equense (NA)",081 8023094,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,59,17.4,32
NAEE8AM033,primaria statale,Arola,IC 2 Caulino,Vico Equense,NA,"Via R. Bosco - Arola, 80069 Vico Equense (NA)",081 8024070,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,122,17.4,32
NAEE8AM019,primaria statale,Moiano,IC 2 Caulino,Vico Equense,NA,"Via R. Bosco 22, 80069 Vico Equense (NA)",081 8023094,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,194,17.4,32
NAEE8AM022,primaria statale,Sant'Andrea,IC 2 Caulino,Vico Equense,NA,"Via Sopra la Croce 7, 80069 Vico Equense (NA)",081 8790850,naic8am007@istruzione.it,sì,https://www.istitutocomprensivocaulino.it,162,17.4,32
NAAA8GG01V,infanzia statale,Via Sconduci,IC Giambattista della Porta,Vico Equense,NA,"Via Sconduci 12, 80069 Vico Equense (NA)",081 0097283,naic8gg002@istruzione.it,sì,https://www.icgianbattistadellaportavico.edu.it,177,17.4,32
NAEE8GG014,primaria statale,Via Sconduci,IC Giambattista della Porta,Vico Equense,NA,"Via Sconduci 12, 80069 Vico Equense (NA)",081 8019612,naic8gg002@istruzione.it,sì,https://www.icgianbattistadellaportavico.edu.it,285,17.4,32
NA1A03900N,infanzia paritaria,Rosalia Masturzi Ravel,,Vico Equense,NA,"Via Masturzo 34, 80069 Vico Equense (NA)",081 8024086,scuolamaterna.arola@libero.it,sì,,63,17.4,32
NA1A50500V,infanzia paritaria,San Renato,,Vico Equense,NA,"Via Cognulo 1, 80060 Vico Equense (NA)",081 8023093,suoremoiano@virgilio.it,sì,,,17.4,32
NAAA8FX029,infanzia statale,Risigliano,IC Roccarainola,Tufino,NA,"Via Don Nicola Biondi, 80030 Tufino (NA)",081 8298687,naic8fx00b@istruzione.it,sì,https://www.icroccarainola.edu.it,32,17.7,27
NAEE8FX01D,primaria statale,Capoluogo,IC Roccarainola,Tufino,NA,"Corso Garibaldi, 80030 Tufino (NA)",081 8297213,naic8fx00b@istruzione.it,sì,https://www.icroccarainola.edu.it,72,17.7,27
SAAA8BZ054,infanzia statale,Della Corte,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via della Corte, 84013 Cava de' Tirreni (SA)",089 2966890,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,30,18.2,26
SAAA8BZ021,infanzia statale,Mamma Lucia,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via Filangieri, 84013 Cava de' Tirreni (SA)",089 682185,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,58,18.2,26
SAAA8BZ065,infanzia statale,San Cesareo,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via Francesco Vecchione, 84013 Cava de' Tirreni (SA)",089 2966890,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,18,18.2,26
SAAA8BZ032,infanzia statale,Sant'Arcangelo,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via Ido Longo, 84013 Cava de' Tirreni (SA)",089 682186,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,31,18.2,26
SAAA8BZ01X,infanzia statale,Santa Maria del Rovo,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via Santa Maria del Rovo, 84013 Cava de' Tirreni (SA)",089 682440,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,39,18.2,26
SAEE8BZ048,primaria statale,San Cesareo,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via F. Vecchione, 84013 Cava de' Tirreni (SA)",089 2966890,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,19,18.2,26
SAEE8BZ015,primaria statale,San Martino,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via San Martino, 84013 Cava de' Tirreni (SA)",089 682442,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,87,18.2,26
SAEE8BZ026,primaria statale,Sant'Arcangelo,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,"Via Ido Longo, 84013 Cava de' Tirreni (SA)",089 2966886,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,59,18.2,26
SAEE8BZ037,primaria statale,Via della Corte,IC Balzico-Giovanni XXIII,Cava de' Tirreni,SA,84013 Cava de' Tirreni (SA),089 2966890,saic8bz003@istruzione.it,sì,https://www.icscuolabalzico.it,93,18.2,26
SAAA8A302B,infanzia statale,Corso Umberto,IC Carducci-Trezza,Cava de' Tirreni,SA,"Corso Italia, 84013 Cava de' Tirreni (SA)",089 461345,saic8a300d@istruzione.it,sì,https://www.ic-carduccitrezza.edu.it,52,18.2,26
SAAA8A301A,infanzia statale,San Lorenzo,IC Carducci-Trezza,Cava de' Tirreni,SA,"Via Carlo Santoro, 84013 Cava de' Tirreni (SA)",089 461345,saic8a300d@istruzione.it,sì,https://www.ic-carduccitrezza.edu.it,114,18.2,26
SAAA8A303C,infanzia statale,Via Carillo,IC Carducci-Trezza,Cava de' Tirreni,SA,"Via Carillo, 84013 Cava de' Tirreni (SA)",089 463119,saic8a300d@istruzione.it,sì,https://www.ic-carduccitrezza.edu.it,34,18.2,26
SAEE8A301G,primaria statale,San Lorenzo,IC Carducci-Trezza,Cava de' Tirreni,SA,"Via Casa Apicella, 84013 Cava de' Tirreni (SA)",089 461345,saic8a300d@istruzione.it,sì,,312,18.2,26
SAEE8A302L,primaria statale,Via Balzico,IC Carducci-Trezza,Cava de' Tirreni,SA,"Via Balzico, 84013 Cava de' Tirreni (SA)",089 461345,saic8a300d@istruzione.it,sì,https://www.ic-carduccitrezza.edu.it,93,18.2,26
SAAA8B001D,infanzia statale,Don Bosco,IC Don Bosco,Cava de' Tirreni,SA,"Corso Mazzini 10, 84013 Cava de' Tirreni (SA)",089 464019,saic8b000l@istruzione.it,sì,https://www.icdonboscocava.it,112,18.2,26
SAAA8B002E,infanzia statale,Pisapia,IC Don Bosco,Cava de' Tirreni,SA,"Via Adinolfi, 84013 Cava de' Tirreni (SA)",089 682191,saic8b000l@istruzione.it,sì,https://www.icdonboscocava.it,48,18.2,26
SAEE8B001P,primaria statale,Don Bosco,IC Don Bosco,Cava de' Tirreni,SA,"Corso Mazzini, 84013 Cava de' Tirreni (SA)",089 464019,saic8b000l@istruzione.it,sì,https://www.icdonboscocava.it,402,18.2,26
SAEE8B002Q,primaria statale,Pisapia,IC Don Bosco,Cava de' Tirreni,SA,"Via A. Adinolfi, 84013 Cava de' Tirreni (SA)",089 682191,saic8b000l@istruzione.it,sì,https://www.icdonboscocava.it,93,18.2,26
SAAA8B2037,infanzia statale,Annunziata,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via V. Galise, 84013 Cava de' Tirreni (SA)",089 2966861,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,24,18.2,26
SAAA8B2059,infanzia statale,La Nostra Famiglia,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via Margheri 20, 84013 Cava de' Tirreni (SA)",089 441094,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,14,18.2,26
SAAA8B207B,infanzia statale,S. Lamberti,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via A. Casaburi, 84013 Cava de' Tirreni (SA)",089 2966838,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,24,18.2,26
SAAA8B206A,infanzia statale,San Nicola,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via A. Salsano, 84013 Cava de' Tirreni (SA)",089 2966818,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,62,18.2,26
SAAA8B2048,infanzia statale,San Pietro,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via N. Longobardi, 84013 Cava de' Tirreni (SA)",089 42966849,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,24,18.2,26
SAAA8B2015,infanzia statale,Sant'Anna a Scarico,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via P. di Domenico, 84013 Cava de' Tirreni (SA)",089 2966846,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,33,18.2,26
SAEE8B202B,primaria statale,Dupino,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via G. Siani, 84013 Cava de' Tirreni (SA)",089 2966839,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,18,18.2,26
SAEE8B203C,primaria statale,La Nostra Famiglia,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via Marghieri 20, 84013 Cava de' Tirreni (SA)",089 441094,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,16,18.2,26
SAEE8B201A,primaria statale,S. Lamberti,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via A. Casaburi, 84010 Cava de' Tirreni (SA)",089 2966838,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,41,18.2,26
SAEE8B207L,primaria statale,San Nicola,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via Aniello Salsano, 84013 Cava de' Tirreni (SA)",089 2966818,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,142,18.2,26
SAEE8B204D,primaria statale,San Pietro,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via V. Galise 1, 84010 Cava de' Tirreni (SA)",089 2966849,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,43,18.2,26
SAEE8B206G,primaria statale,Sant'Anna,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via A. Vitale, 84013 Cava de' Tirreni (SA)",089 2966845,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,81,18.2,26
